Time,RPM,MPH,Throttle,Load,Gear
10:22:40.359569,660,0.0,15.2941176471,18.431372549,0
10:22:40.420899,664,0.0,15.2941176471,18.431372549,0
10:22:40.476515,661,0.0,15.2941176471,18.431372549,0
10:22:40.530348,662,0.0,15.2941176471,18.431372549,0
10:22:40.581916,649,0.0,15.2941176471,18.8235294118,0
10:22:40.640201,647,0.0,15.2941176471,18.8235294118,0
10:22:40.693781,658,0.0,15.2941176471,18.8235294118,0
10:22:40.751915,668,0.0,15.2941176471,18.0392156863,0
10:22:40.819825,667,0.0,15.2941176471,18.0392156863,0
10:22:40.873574,668,0.0,15.2941176471,18.0392156863,0
10:22:40.932065,651,0.0,15.2941176471,18.431372549,0
10:22:40.999643,661,0.0,15.2941176471,18.431372549,0
10:22:41.61046,651,0.0,15.2941176471,18.0392156863,0
10:22:41.123541,662,0.0,15.2941176471,18.0392156863,0
10:22:41.181849,652,0.0,15.2941176471,18.431372549,0
10:22:41.249813,662,0.0,15.2941176471,18.431372549,0
10:22:41.311255,648,0.0,15.2941176471,18.8235294118,0
10:22:41.373741,649,0.0,15.2941176471,18.8235294118,0
10:22:41.431611,652,0.0,15.2941176471,18.431372549,0
10:22:41.499797,649,0.0,15.2941176471,18.8235294118,0
10:22:41.561095,646,0.0,15.2941176471,18.431372549,0
10:22:41.623285,658,0.0,15.2941176471,18.431372549,0
10:22:41.681967,667,0.0,15.2941176471,18.0392156863,0
10:22:41.749952,658,0.0,15.2941176471,18.0392156863,0
10:22:41.804104,676,0.0,15.2941176471,18.0392156863,0
10:22:41.861561,668,0.0,14.9019607843,17.6470588235,0
10:22:41.929926,664,0.0,14.9019607843,16.862745098,0
10:22:41.990862,664,0.0,14.9019607843,16.4705882353,0
10:22:42.53161,686,0.0,14.9019607843,16.4705882353,0
10:22:42.111891,681,0.0,14.9019607843,16.862745098,0
10:22:42.179306,675,0.0,14.9019607843,16.862745098,0
10:22:42.240774,681,0.0,14.9019607843,17.2549019608,0
10:22:42.303069,660,0.0,14.9019607843,17.2549019608,0
10:22:42.361537,666,0.0,15.2941176471,17.2549019608,0
10:22:42.429550,666,0.0,15.2941176471,17.6470588235,0
10:22:42.490754,666,0.0,15.2941176471,18.0392156863,0
10:22:42.541913,644,0.0,15.2941176471,18.431372549,0
10:22:42.609395,634,0.0,15.2941176471,18.431372549,0
10:22:42.670735,634,0.0,15.2941176471,18.431372549,0
10:22:42.721967,632,0.0,15.2941176471,19.2156862745,0
10:22:42.789182,626,0.0,15.2941176471,19.2156862745,0
10:22:42.850399,632,0.0,15.2941176471,19.2156862745,0
10:22:42.902020,624,0.0,16.4705882353,19.2156862745,0
10:22:42.962073,622,0.0,15.2941176471,19.2156862745,0
10:22:43.11777,606,0.0,16.4705882353,24.3137254902,0
10:22:43.71608,598,0.0,16.4705882353,25.4901960784,0
10:22:43.131587,602,0.0,15.2941176471,23.137254902,0
10:22:43.191417,623,0.0,15.2941176471,23.137254902,0
10:22:43.254880,641,0.0,15.2941176471,18.8235294118,0
10:22:43.319826,641,0.0,15.2941176471,19.2156862745,0
10:22:43.373846,655,0.0,15.2941176471,18.8235294118,0
10:22:43.431643,666,0.0,15.2941176471,18.0392156863,0
10:22:43.499218,655,0.0,15.2941176471,18.0392156863,0
10:22:43.561290,677,0.0,15.6862745098,18.8235294118,0
10:22:43.623551,631,0.0,15.6862745098,20.3921568627,0
10:22:43.681834,612,0.0,16.0784313725,22.3529411765,0
10:22:43.749845,631,0.0,16.0784313725,22.7450980392,0
10:22:43.811139,603,0.0,15.6862745098,22.3529411765,0
10:22:43.873402,634,0.0,16.0784313725,21.9607843137,0
10:22:43.931779,638,0.0,16.0784313725,22.3529411765,0
10:22:43.999614,634,0.0,16.0784313725,22.3529411765,0
10:22:44.60973,636,0.0,16.0784313725,22.7450980392,0
10:22:44.123637,632,0.0,15.2941176471,22.3529411765,0
10:22:44.181661,642,0.0,15.2941176471,20.0,0
10:22:44.249752,632,0.0,15.2941176471,20.0,0
10:22:44.303515,622,0.0,15.2941176471,20.0,0
10:22:44.361831,598,0.0,14.9019607843,20.7843137255,0
10:22:44.429656,585,0.0,14.9019607843,20.7843137255,0
10:22:44.491168,585,0.0,14.9019607843,20.7843137255,0
10:22:44.553253,558,0.0,14.9019607843,20.7843137255,0
10:22:44.611905,558,0.0,14.9019607843,20.7843137255,0
10:22:44.679356,554,0.0,14.9019607843,21.1764705882,0
10:22:44.740869,554,0.0,14.9019607843,21.1764705882,0
10:22:44.803273,543,0.0,14.9019607843,21.1764705882,0
10:22:44.861682,538,0.0,14.9019607843,21.1764705882,0
10:22:44.929500,538,0.0,14.9019607843,21.568627451,0
10:22:44.990765,538,0.0,14.9019607843,21.9607843137,0
10:22:45.53367,530,0.0,14.9019607843,21.568627451,0
10:22:45.111700,528,0.0,14.9019607843,21.9607843137,0
10:22:45.179245,528,0.0,14.9019607843,21.9607843137,0
10:22:45.240652,528,0.0,15.2941176471,22.3529411765,0
10:22:45.303269,522,0.0,15.2941176471,21.9607843137,0
10:22:45.361863,524,0.0,15.2941176471,22.7450980392,0
10:22:45.429318,525,0.0,15.2941176471,22.7450980392,0
10:22:45.490813,525,0.0,15.2941176471,22.3529411765,0
10:22:45.553244,542,0.0,15.2941176471,22.7450980392,0
10:22:45.611753,560,0.0,15.2941176471,21.568627451,0
10:22:45.679528,560,0.0,15.2941176471,21.1764705882,0
10:22:45.741045,560,0.0,16.4705882353,25.0980392157,0
10:22:45.803522,604,0.0,16.862745098,21.568627451,0
10:22:45.861780,612,0.0,16.862745098,27.8431372549,0
10:22:45.929621,612,0.0,16.862745098,27.4509803922,0
10:22:45.990497,612,0.0,16.862745098,28.2352941176,0
10:22:46.53185,624,0.0,16.862745098,27.8431372549,0
10:22:46.111697,583,0.0,16.4705882353,29.8039215686,0
10:22:46.179250,565,0.0,16.4705882353,29.4117647059,0
10:22:46.241172,543,0.0,16.4705882353,29.0196078431,0
10:22:46.303185,536,0.0,16.0784313725,29.0196078431,0
10:22:46.361410,519,0.0,16.0784313725,29.4117647059,0
10:22:46.429554,519,0.0,16.0784313725,29.8039215686,0
10:22:46.490657,519,0.0,16.0784313725,29.8039215686,0
10:22:46.553441,500,0.0,16.0784313725,29.8039215686,0
10:22:46.611498,495,0.0,16.0784313725,29.4117647059,0
10:22:46.679029,498,0.0,16.0784313725,29.0196078431,0
10:22:46.740684,498,0.0,16.0784313725,29.0196078431,0
10:22:46.803320,503,0.0,16.0784313725,29.0196078431,0
10:22:46.861439,499,0.0,16.0784313725,29.0196078431,0
10:22:46.929366,502,0.0,16.0784313725,29.0196078431,0
10:22:46.990670,502,0.0,16.4705882353,29.8039215686,0
10:22:47.53240,507,0.0,16.4705882353,29.4117647059,0
10:22:47.111601,508,0.0,16.4705882353,30.1960784314,0
10:22:47.179246,508,0.0,16.4705882353,29.8039215686,0
10:22:47.240623,508,0.0,16.4705882353,29.8039215686,0
10:22:47.303356,514,0.0,16.4705882353,29.8039215686,0
10:22:47.361127,519,0.0,16.4705882353,29.8039215686,0
10:22:47.429611,520,0.0,16.4705882353,29.4117647059,0
10:22:47.483161,522,0.0,16.4705882353,29.8039215686,0
10:22:47.541335,528,0.0,16.4705882353,29.4117647059,0
10:22:47.609912,528,0.0,16.4705882353,28.2352941176,0
10:22:47.670322,546,0.0,16.4705882353,28.2352941176,0
10:22:47.733021,573,0.0,16.4705882353,27.0588235294,0
10:22:47.791110,590,0.0,16.4705882353,26.2745098039,0
10:22:47.859313,607,0.0,16.4705882353,25.8823529412,0
10:22:47.920397,612,0.0,16.4705882353,25.4901960784,0
10:22:47.982789,625,0.0,16.4705882353,25.4901960784,0
10:22:48.41638,623,0.0,16.4705882353,25.4901960784,0
10:22:48.109464,623,0.0,16.4705882353,25.4901960784,0
10:22:48.170730,623,0.0,16.4705882353,25.4901960784,0
10:22:48.232688,617,0.0,16.4705882353,25.8823529412,0
10:22:48.294830,612,0.0,16.4705882353,26.2745098039,0
10:22:48.358776,617,0.0,16.4705882353,26.2745098039,0
10:22:48.420337,606,0.0,16.4705882353,26.2745098039,0
10:22:48.483196,600,0.0,16.4705882353,26.6666666667,0
10:22:48.541433,598,0.0,16.4705882353,26.2745098039,0
10:22:48.609766,602,0.0,16.4705882353,26.6666666667,0
10:22:48.670455,598,0.0,16.4705882353,26.6666666667,0
10:22:48.732877,593,0.0,16.4705882353,26.6666666667,0
10:22:48.791179,595,0.0,16.4705882353,27.0588235294,0
10:22:48.859028,593,0.0,16.4705882353,27.0588235294,0
10:22:48.920678,588,0.0,16.4705882353,27.0588235294,0
10:22:48.982868,584,0.0,16.4705882353,27.0588235294,0
10:22:49.41315,581,0.0,16.4705882353,27.0588235294,0
10:22:49.109593,581,0.0,16.4705882353,27.0588235294,0
10:22:49.170527,582,0.0,16.4705882353,27.0588235294,0
10:22:49.233066,581,0.0,16.4705882353,27.0588235294,0
10:22:49.290969,582,0.0,16.4705882353,27.0588235294,0
10:22:49.359190,582,0.0,16.4705882353,26.6666666667,0
10:22:49.420751,584,0.0,16.4705882353,26.6666666667,0
10:22:49.483117,589,0.0,16.4705882353,26.6666666667,0
10:22:49.541236,593,0.0,16.4705882353,26.6666666667,0
10:22:49.609319,589,0.0,16.4705882353,26.6666666667,0
10:22:49.670377,594,0.0,16.4705882353,26.2745098039,0
10:22:49.733528,600,0.0,16.4705882353,26.2745098039,0
10:22:49.791542,600,0.0,16.4705882353,26.2745098039,0
10:22:49.858957,597,0.0,16.4705882353,26.2745098039,0
10:22:49.920378,597,0.0,16.4705882353,26.2745098039,0
10:22:49.982763,597,0.0,16.4705882353,26.2745098039,0
10:22:50.41385,596,0.0,16.4705882353,26.6666666667,0
10:22:50.109867,599,0.0,16.4705882353,26.6666666667,0
10:22:50.170436,597,0.0,16.4705882353,26.2745098039,0
10:22:50.232934,593,0.0,17.2549019608,28.2352941176,0
10:22:50.290958,583,0.0,17.2549019608,32.9411764706,0
10:22:50.359147,589,0.0,16.862745098,31.7647058824,0
10:22:50.420945,569,0.0,16.0784313725,31.3725490196,0
10:22:50.482991,556,0.0,16.0784313725,27.0588235294,0
10:22:50.541353,548,0.0,16.0784313725,26.6666666667,0
10:22:50.609574,550,0.0,16.0784313725,27.4509803922,0
10:22:50.670329,537,0.0,16.4705882353,28.2352941176,0
10:22:50.733010,521,0.0,16.4705882353,29.0196078431,0
10:22:50.791072,521,0.0,16.4705882353,29.0196078431,0
10:22:50.859359,521,0.0,16.4705882353,28.6274509804,0
10:22:50.920432,519,0.0,16.4705882353,28.2352941176,0
10:22:50.982995,533,0.0,16.4705882353,28.2352941176,0
10:22:51.40983,540,0.0,16.4705882353,27.4509803922,0
10:22:51.109778,539,0.0,16.4705882353,26.6666666667,0
10:22:51.170259,560,0.0,16.4705882353,25.4901960784,0
10:22:51.232792,602,0.0,16.4705882353,25.0980392157,0
10:22:51.291100,626,0.0,16.4705882353,23.9215686275,0
10:22:51.359188,613,0.0,16.4705882353,23.137254902,0
10:22:51.421817,690,0.0,16.4705882353,22.3529411765,0
10:22:51.482869,701,0.0,16.4705882353,22.3529411765,0
10:22:51.541341,711,0.0,16.4705882353,22.3529411765,0
10:22:51.609549,708,0.0,16.4705882353,22.3529411765,0
10:22:51.670340,723,0.0,16.4705882353,22.3529411765,0
10:22:51.732792,711,0.0,16.4705882353,22.7450980392,0
10:22:51.790961,707,0.0,16.4705882353,22.7450980392,0
10:22:51.859120,711,0.0,16.4705882353,22.7450980392,0
10:22:51.920413,690,0.0,16.4705882353,22.3529411765,0
10:22:51.982951,683,0.0,16.4705882353,22.7450980392,0
10:22:52.41222,670,0.0,16.4705882353,23.137254902,0
10:22:52.109332,677,0.0,16.4705882353,23.5294117647,0
10:22:52.162850,664,0.0,18.0392156863,23.5294117647,0
10:22:52.220948,666,0.0,19.6078431373,43.9215686275,0
10:22:52.289196,670,0.0,19.6078431373,52.5490196078,0
10:22:52.350253,670,0.0,20.7843137255,56.4705882353,0
10:22:52.412751,733,0.0,21.1764705882,56.4705882353,0
10:22:52.471303,837,0.0,21.568627451,50.1960784314,0
10:22:52.538951,918,0.0,21.568627451,46.6666666667,0
10:22:52.600181,877,0.0,21.9607843137,43.5294117647,0
10:22:52.662317,1220,0.0,22.3529411765,44.3137254902,0
10:22:52.721030,1425,0.0,23.137254902,39.2156862745,0
10:22:52.789526,1498,0.0,23.137254902,39.2156862745,0
10:22:52.850724,1498,0.0,23.137254902,40.0,0
10:22:52.907870,1874,0.0,23.9215686275,36.0784313725,0
10:22:52.969028,1874,0.0,23.9215686275,34.5098039216,0
10:22:53.29984,2245,0.0,24.7058823529,34.1176470588,0
10:22:53.92568,2480,0.0,24.7058823529,33.7254901961,0
10:22:53.150711,2639,0.0,25.0980392157,32.9411764706,0
10:22:53.218894,2776,0.0,24.7058823529,32.5490196078,0
10:22:53.280015,2844,0.0,25.0980392157,32.5490196078,0
10:22:53.335278,2983,0.0,21.1764705882,16.4705882353,0
10:22:53.398652,3033,0.0,20.7843137255,10.5882352941,0
10:22:53.459945,3026,0.0,20.7843137255,16.4705882353,0
10:22:53.511114,2990,0.0,18.0392156863,7.8431372549,0
10:22:53.569297,3011,0.0,18.0392156863,8.23529411765,0
10:22:53.621160,2782,0.0,17.6470588235,8.23529411765,0
10:22:53.680724,2655,0.0,18.0392156863,9.01960784314,0
10:22:53.740827,2524,0.0,17.6470588235,9.01960784314,0
10:22:53.800764,2388,0.0,17.6470588235,9.01960784314,0
10:22:53.860989,2265,0.0,17.6470588235,10.5882352941,0
10:22:53.929206,2245,0.0,17.6470588235,10.1960784314,0
10:22:53.982786,2038,0.0,17.6470588235,11.3725490196,0
10:22:54.41160,1919,0.0,18.0392156863,12.9411764706,0
10:22:54.109294,1996,0.0,18.0392156863,13.7254901961,0
10:22:54.162924,1675,0.0,18.0392156863,13.7254901961,0
10:22:54.220874,1551,0.0,18.0392156863,17.2549019608,0
10:22:54.289120,1500,0.0,18.0392156863,18.431372549,0
10:22:54.350507,1500,0.0,18.0392156863,19.2156862745,0
10:22:54.411064,1267,0.0,18.0392156863,19.2156862745,0
10:22:54.471223,1234,0.0,18.0392156863,21.1764705882,0
10:22:54.538726,1199,0.0,18.0392156863,21.568627451,0
10:22:54.600292,1199,0.0,18.0392156863,22.3529411765,0
10:22:54.651041,1038,0.0,17.6470588235,22.3529411765,0
10:22:54.718738,997,0.0,18.0392156863,23.137254902,0
10:22:54.779939,964,0.0,17.2549019608,23.137254902,0
10:22:54.842203,899,0.0,17.2549019608,23.137254902,0
10:22:54.901125,860,0.0,17.2549019608,23.137254902,0
10:22:54.968738,851,0.0,17.2549019608,22.7450980392,0
10:22:55.30028,849,0.0,17.2549019608,22.7450980392,0
10:22:55.91955,828,0.0,16.862745098,22.7450980392,0
10:22:55.150566,815,0.0,16.862745098,23.137254902,0
10:22:55.218850,805,0.0,16.862745098,23.137254902,0
10:22:55.280192,802,0.0,16.862745098,23.137254902,0
10:22:55.342357,787,0.0,16.862745098,23.5294117647,0
10:22:55.400837,789,0.0,16.862745098,22.7450980392,0
10:22:55.468790,785,0.0,16.862745098,23.137254902,0
10:22:55.530309,780,0.0,16.862745098,23.137254902,0
10:22:55.592274,774,0.0,16.862745098,22.7450980392,0
10:22:55.651145,773,0.0,16.862745098,23.137254902,0
10:22:55.718531,768,0.0,16.862745098,22.7450980392,0
10:22:55.779812,782,0.0,17.2549019608,22.7450980392,0
10:22:55.842347,808,0.0,17.2549019608,22.3529411765,0
10:22:55.900848,832,0.0,17.2549019608,22.3529411765,0
10:22:55.969036,859,0.0,17.2549019608,22.3529411765,0
10:22:56.29871,866,0.0,17.2549019608,21.9607843137,0
10:22:56.92497,900,0.0,17.6470588235,21.9607843137,0
10:22:56.150656,926,0.0,17.6470588235,21.568627451,0
10:22:56.218476,916,0.0,17.2549019608,21.1764705882,0
10:22:56.279688,963,0.0,17.6470588235,21.568627451,0
10:22:56.342514,996,0.0,18.0392156863,21.568627451,0
10:22:56.400836,1019,0.0,18.0392156863,22.3529411765,0
10:22:56.468836,1046,0.0,18.0392156863,21.9607843137,0
10:22:56.529672,1063,0.0,18.0392156863,21.9607843137,0
10:22:56.592265,1090,0.0,18.431372549,22.7450980392,0
10:22:56.650575,1118,0.0,18.431372549,23.137254902,0
10:22:56.718865,1141,0.0,18.431372549,22.7450980392,0
10:22:56.779761,1166,0.0,18.431372549,22.3529411765,0
10:22:56.836750,1200,0.0,18.431372549,21.9607843137,0
10:22:56.898219,1234,0.0,18.431372549,21.9607843137,0
10:22:56.959306,1226,0.0,18.431372549,23.5294117647,0
10:22:57.15087,1299,0.0,19.6078431373,25.8823529412,0
10:22:57.78084,1333,0.0,19.6078431373,26.6666666667,0
10:22:57.139462,1363,0.0,20.0,26.6666666667,0
10:22:57.190502,1414,0.0,20.0,20.0,0
10:22:57.240913,17,3388.44002486,20.3921568627,26.2745098039,1
10:22:57.293171,1479,0.0,21.1764705882,27.0588235294,0
10:22:57.358404,1451,0.0,21.1764705882,29.4117647059,0
10:22:57.412782,1568,0.0,21.1764705882,29.4117647059,0
10:22:57.470671,1628,0.0,21.568627451,29.0196078431,0
10:22:57.538731,1666,0.0,21.568627451,28.6274509804,0
10:22:57.600185,1666,0.0,21.9607843137,29.0196078431,0
10:22:57.663004,1855,0.0,21.9607843137,29.0196078431,0
10:22:57.720773,1936,0.0,22.3529411765,28.6274509804,0
10:22:57.788803,1975,0.0,22.3529411765,29.4117647059,0
10:22:57.850382,2088,0.0,22.7450980392,29.8039215686,0
10:22:57.912694,2176,0.0,23.137254902,30.1960784314,0
10:22:57.970814,2265,0.0,23.137254902,28.2352941176,0
10:22:58.38367,2302,0.0,23.137254902,28.2352941176,0
10:22:58.100358,2461,0.0,23.5294117647,27.4509803922,0
10:22:58.162922,2565,0.0,23.5294117647,27.8431372549,0
10:22:58.220753,2644,0.0,23.5294117647,26.6666666667,0
10:22:58.288907,2683,0.0,23.5294117647,25.8823529412,0
10:22:58.350043,2683,0.0,23.5294117647,25.0980392157,0
10:22:58.415388,2813,0.0,23.5294117647,25.0980392157,0
10:22:58.480608,2902,0.0,23.5294117647,24.7058823529,0
10:22:58.540449,2949,0.0,23.5294117647,23.9215686275,0
10:22:58.600720,2990,0.0,23.5294117647,24.3137254902,0
10:22:58.662673,3040,0.0,23.5294117647,23.9215686275,0
10:22:58.720662,3084,0.0,23.5294117647,24.3137254902,0
10:22:58.788603,3106,0.0,23.5294117647,24.3137254902,0
10:22:58.850298,3168,0.0,23.9215686275,23.9215686275,0
10:22:58.912615,3208,0.0,23.9215686275,23.9215686275,0
10:22:58.970537,3240,0.0,23.9215686275,23.137254902,0
10:22:59.38740,3256,0.0,23.9215686275,23.137254902,0
10:22:59.92505,3298,0.0,23.9215686275,23.137254902,0
10:22:59.150712,3333,0.0,23.9215686275,22.7450980392,0
10:22:59.218518,3316,0.0,23.9215686275,22.7450980392,0
10:22:59.280213,3386,0.0,23.9215686275,22.7450980392,0
10:22:59.342421,3413,0.0,23.9215686275,22.3529411765,0
10:22:59.400497,3431,0.0,23.9215686275,22.3529411765,0
10:22:59.469008,3422,0.0,23.9215686275,22.3529411765,0
10:22:59.529779,3459,0.0,23.9215686275,22.3529411765,0
10:22:59.592247,3478,0.0,23.9215686275,21.9607843137,0
10:22:59.650696,3497,0.0,23.9215686275,21.9607843137,0
10:22:59.718780,3487,0.0,23.9215686275,21.568627451,0
10:22:59.779788,3516,0.0,23.9215686275,21.9607843137,0
10:22:59.842189,3535,0.0,23.9215686275,21.9607843137,0
10:22:59.900708,3545,0.0,23.9215686275,21.568627451,0
10:22:59.968711,3535,0.0,23.9215686275,21.568627451,0
10:23:0.30174,3565,0.0,23.137254902,20.7843137255,0
10:23:0.92364,3585,0.0,20.7843137255,13.7254901961,0
10:23:0.150321,3565,0.0,19.6078431373,10.1960784314,0
10:23:0.218671,3575,0.0,20.7843137255,7.8431372549,0
10:23:0.279806,3450,0.0,18.431372549,7.8431372549,0
10:23:0.342504,3248,0.0,18.431372549,8.23529411765,0
10:23:0.400124,3160,0.0,18.431372549,9.01960784314,0
10:23:0.459922,3160,0.0,18.431372549,9.01960784314,0
10:23:0.521922,2825,0.0,18.431372549,9.01960784314,0
10:23:0.580752,2672,0.0,18.431372549,10.1960784314,0
10:23:0.648774,2570,0.0,18.431372549,10.5882352941,0
10:23:0.709730,2570,0.0,18.431372549,11.3725490196,0
10:23:0.771996,2253,0.0,18.431372549,11.3725490196,0
10:23:0.830317,2108,0.0,18.431372549,12.9411764706,0
10:23:0.898284,2025,0.0,18.431372549,14.9019607843,0
10:23:0.959669,2025,0.0,18.8235294118,16.4705882353,0
10:23:1.22071,1725,0.0,18.8235294118,16.4705882353,0
10:23:1.80847,1594,0.0,18.8235294118,19.2156862745,0
10:23:1.148212,1454,0.0,18.8235294118,21.1764705882,0
10:23:1.209820,1483,0.0,18.8235294118,21.9607843137,0
10:23:1.266202,1286,0.0,18.431372549,21.1764705882,0
10:23:1.327985,1264,0.0,18.431372549,21.568627451,0
10:23:1.389390,1221,0.0,18.431372549,21.9607843137,0
10:23:1.441883,1162,0.0,18.431372549,22.7450980392,0
10:23:1.498604,1221,0.0,18.431372549,23.137254902,0
10:23:1.550407,1063,0.0,18.431372549,24.3137254902,0
10:23:1.608779,1109,0.0,18.0392156863,24.7058823529,0
10:23:1.670660,978,0.0,18.0392156863,24.7058823529,0
10:23:1.730160,928,0.0,18.0392156863,25.8823529412,0
10:23:1.790631,903,0.0,17.6470588235,25.4901960784,0
10:23:1.858454,919,0.0,17.6470588235,25.4901960784,0
10:23:1.912539,876,0.0,17.6470588235,25.4901960784,0
10:23:1.970290,870,0.0,17.2549019608,24.3137254902,0
10:23:2.38475,867,0.0,17.2549019608,24.3137254902,0
10:23:2.92174,860,0.0,17.2549019608,23.9215686275,0
10:23:2.150146,844,0.0,17.2549019608,24.3137254902,0
10:23:2.218692,847,0.0,17.2549019608,24.3137254902,0
10:23:2.279858,837,0.0,17.2549019608,24.3137254902,0
10:23:2.342110,821,0.0,17.2549019608,23.9215686275,0
10:23:2.400796,818,0.0,17.2549019608,24.3137254902,0
10:23:2.468570,822,0.0,17.2549019608,24.3137254902,0
10:23:2.529862,808,0.0,17.2549019608,23.9215686275,0
10:23:2.592066,792,0.0,17.2549019608,24.3137254902,0
10:23:2.650489,787,0.0,17.2549019608,24.3137254902,0
10:23:2.718565,789,0.0,17.2549019608,24.3137254902,0
10:23:2.779850,776,0.0,17.2549019608,23.9215686275,0
10:23:2.842345,769,0.0,17.2549019608,24.3137254902,0
10:23:2.900612,763,0.0,16.862745098,24.3137254902,0
10:23:2.968918,766,0.0,16.862745098,24.3137254902,0
10:23:3.22043,763,0.0,16.862745098,24.3137254902,0
10:23:3.80227,767,0.0,16.862745098,23.9215686275,0
10:23:3.149046,762,0.0,16.862745098,24.7058823529,0
10:23:3.209456,762,0.0,16.862745098,24.3137254902,0
10:23:3.272319,754,0.0,16.862745098,24.3137254902,0
10:23:3.330268,743,0.0,16.862745098,24.3137254902,0
10:23:3.398353,742,0.0,16.862745098,23.9215686275,0
10:23:3.463087,742,0.0,16.862745098,24.3137254902,0
10:23:3.530100,738,0.0,16.862745098,24.3137254902,0
10:23:3.592340,741,0.0,16.862745098,24.3137254902,0
10:23:3.650415,734,0.0,16.862745098,24.7058823529,0
10:23:3.718431,742,0.0,16.862745098,24.3137254902,0
10:23:3.780011,729,0.0,16.862745098,24.3137254902,0
10:23:3.842175,726,0.0,16.862745098,24.3137254902,0
10:23:3.900880,728,0.0,16.862745098,23.9215686275,0
10:23:3.968461,727,0.0,16.862745098,24.3137254902,0
10:23:4.29913,721,0.0,16.862745098,24.3137254902,0
10:23:4.92286,720,0.0,16.862745098,24.3137254902,0
10:23:4.150453,716,0.0,16.862745098,24.3137254902,0
10:23:4.218517,721,0.0,16.862745098,24.3137254902,0
10:23:4.271818,711,0.0,16.862745098,24.3137254902,0
10:23:4.330194,711,0.0,16.862745098,24.3137254902,0
10:23:4.398576,708,0.0,16.862745098,24.7058823529,0
10:23:4.459524,708,0.0,18.431372549,32.1568627451,0
10:23:4.522055,700,0.0,19.6078431373,32.1568627451,0
10:23:4.580154,696,0.0,19.6078431373,46.2745098039,0
10:23:4.648687,700,0.0,19.6078431373,45.0980392157,0
10:23:4.709777,700,0.0,18.0392156863,31.7647058824,0
10:23:4.771869,749,0.0,18.0392156863,31.7647058824,0
10:23:4.830571,779,0.0,18.0392156863,30.5882352941,0
10:23:4.898157,787,0.0,18.0392156863,30.5882352941,0
10:23:4.959710,787,0.0,16.862745098,26.6666666667,0
10:23:5.21758,796,0.0,18.0392156863,26.6666666667,0
10:23:5.80303,797,0.0,18.0392156863,28.2352941176,0
10:23:5.148722,798,0.0,18.0392156863,28.6274509804,0
10:23:5.209313,798,0.0,18.0392156863,26.2745098039,0
10:23:5.272006,766,0.0,18.0392156863,26.2745098039,0
10:23:5.330182,754,0.0,17.6470588235,30.5882352941,0
10:23:5.398500,740,0.0,17.6470588235,30.5882352941,0
10:23:5.453034,717,0.0,15.6862745098,30.5882352941,0
10:23:5.510509,707,0.0,15.6862745098,20.0,0
10:23:5.578298,707,0.0,15.6862745098,20.0,0
10:23:5.639524,691,0.0,17.2549019608,19.6078431373,0
10:23:5.701697,683,0.0,18.8235294118,19.6078431373,0
10:23:5.760363,670,0.0,18.8235294118,43.5294117647,0
